ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,query,state,state_change
1650902658.662024,,859,,,"",,,2022-04-25 13:10:06.460281+00,,,"",,
1650902658.662024,,862,10,postgres,"",,,2022-04-25 13:10:06.460709+00,,,"",,
1650902658.662024,dbt2,3439,10,postgres,psql,,-1,2022-04-25 16:04:18.657301+00,2022-04-25 16:04:18.659617+00,2022-04-25 16:04:18.659617+00,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2022-04-25 16:04:18.659618+00
1650902658.662024,dbt2,3440,10,postgres,psql,,-1,2022-04-25 16:04:18.658668+00,2022-04-25 16:04:18.661125+00,2022-04-25 16:04:18.661125+00,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2022-04-25 16:04:18.661126+00
1650902658.662024,dbt2,3441,10,postgres,psql,,-1,2022-04-25 16:04:18.659711+00,2022-04-25 16:04:18.662024+00,2022-04-25 16:04:18.662024+00,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2022-04-25 16:04:18.662025+00
1650902658.662024,,857,,,"",,,2022-04-25 13:10:06.460006+00,,,"",,
1650902658.662024,,860,,,"",,,2022-04-25 13:10:06.460423+00,,,"",,
1650902658.662024,,856,,,"",,,2022-04-25 13:10:06.45987+00,,,"",,
1650902658.662024,,858,,,"",,,2022-04-25 13:10:06.460109+00,,,"",,
1650902718.662046,,859,,,"",,,2022-04-25 13:10:06.460281+00,,,"",,
1650902718.662046,,862,10,postgres,"",,,2022-04-25 13:10:06.460709+00,,,"",,
1650902718.662046,dbt2,3447,10,postgres,dbt2-client,10.1.1.19,43764,2022-04-25 16:04:19.902446+00,2022-04-25 16:05:18.665358+00,2022-04-25 16:05:18.665802+00,COMMIT,active,2022-04-25 16:05:18.665802+00
1650902718.662046,dbt2,3483,10,postgres,psql,,-1,2022-04-25 16:05:18.658199+00,2022-04-25 16:05:18.662046+00,2022-04-25 16:05:18.662046+00,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2022-04-25 16:05:18.662047+00
