ctime,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit
1650902658.668492,pg_catalog,pg_aggregate,2,290,602,602,0,0,0,0,145,0,11,597,14,976,0,0,0,0
1650902658.668492,pg_catalog,pg_foreign_table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_catalog,pg_class,15523,4952389,138935,105241,175,520,153,179,418,0,411,295427,170,288257,,,,
1650902658.668492,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,public,order_line,8,1140408,5329711,58485612,28892851,25429153,0,16070960,28618745,1266054,1430518,137017616,516445,151954052,,,,
1650902658.668492,pg_catalog,pg_partitioned_table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_catalog,pg_rewrite,3,417,995,995,0,0,0,0,139,0,56,991,12,1710,123,1295,14,1524
1650902658.668492,pg_toast,pg_toast_3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,public,stock,8,400000,62221549,57439469,100000,28607749,0,0,100000,0,52096,126299224,5580,292343985,,,,
1650902658.668492,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,public,item,6,400000,28634960,28607775,100000,0,0,0,100000,0,13685,28610740,1931,57268226,,,,
1650902658.668492,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_opfamily,3,438,0,0,0,0,0,0,146,0,4,4,0,0,,,,
1650902658.668492,pg_toast,pg_toast_6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_type,3,1875,30340,29957,170,0,150,0,621,124,69,30307,49,63095,0,0,0,0
1650902658.668492,pg_catalog,pg_ts_parser,3,3,0,0,0,0,0,0,1,0,2,2,0,0,,,,
1650902658.668492,pg_catalog,pg_amop,4,3780,16107,31241,0,0,0,0,945,0,63,25837,74,35060,,,,
1650902658.668492,pg_toast,pg_toast_3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_publication,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_statistic_ext_data,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_statistic,2,1015,45110,44700,92,8375,0,7790,498,111,347,55917,44,93247,619,44928,16,18404
1650902658.668492,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_range,3,18,72,0,0,0,0,0,6,0,2,2,20,124,,,,
1650902658.668492,pg_toast,pg_toast_14524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_ts_config,3,87,56,56,0,0,0,0,29,0,2,58,4,80,,,,
1650902658.668492,pg_catalog,pg_statistic_ext,5,0,9149,0,0,0,0,0,0,0,0,0,9,18289,0,0,0,0
1650902658.668492,pg_toast,pg_toast_1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,public,history,1,30000,,,2634908,0,0,0,2634823,0,181516,2807246,,,,,,
1650902658.668492,pg_catalog,pg_publication_rel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_cast,3,690,75390,15453,0,0,0,0,230,0,18,15443,18,76725,,,,
1650902658.668492,pg_toast,pg_toast_6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,information_schema,sql_implementation_info,1,12,,,0,0,0,0,12,0,2,0,,,0,0,0,0
1650902658.668492,pg_catalog,pg_sequence,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_inherits,3,0,153,0,0,0,0,0,0,0,0,0,2,304,,,,
1650902658.668492,pg_toast,pg_toast_2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_foreign_server,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_catalog,pg_database,7629,30255,41454,41452,1,0,0,0,4,0,4,49083,136,61698,0,0,0,0
1650902658.668492,pg_toast,pg_toast_3429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_enum,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,information_schema,sql_parts,1,10,,,0,0,0,0,10,0,2,0,,,0,0,0,0
1650902658.668492,pg_catalog,pg_conversion,4,512,0,0,0,0,0,0,128,0,4,6,0,0,,,,
1650902658.668492,public,district,65115,651150,5510129,5510129,10,5332332,0,5312429,10,0,2131,46680648,13,5530576,,,,
1650902658.668492,pg_toast,pg_toast_14519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_transform,3,0,8,0,0,0,0,0,0,0,0,0,1,15,,,,
1650902658.668492,pg_catalog,pg_default_acl,3,0,22,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0
1650902658.668492,pg_catalog,pg_am,6252,6270,0,0,0,0,0,0,7,0,33,6220,0,0,,,,
1650902658.668492,pg_catalog,pg_attrdef,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_catalog,pg_init_privs,2,398,303,0,0,0,0,0,199,0,6,3,4,302,0,0,0,0
1650902658.668492,pg_toast,pg_toast_3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_replication_origin,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_catalog,pg_amproc,77,2345,11210,28166,0,0,0,0,697,0,165,11413,100,27555,,,,
1650902658.668492,pg_toast,pg_toast_14514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_constraint,6,690,284,268,8,0,0,0,115,0,16,306,22,476,0,0,0,0
1650902658.668492,pg_catalog,pg_proc,3,9621,22416,29160,5,0,0,0,3207,0,399,25941,143,47145,1,1,2,1
1650902658.668492,pg_toast,pg_toast_14529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_2619,0,0,11015,44521,6692,0,6620,0,84,62,619,44928,16,18404,,,,
1650902658.668492,pg_toast,pg_toast_1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_foreign_data_wrapper,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_catalog,pg_trigger,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650902658.668492,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_authid,246,3162,6174,6172,1,1,0,1,13,0,34,6391,122,12226,0,0,0,0
1650902658.668492,pg_catalog,pg_language,3,12,2,2,0,0,0,0,4,0,2,4,4,0,0,0,0,0
1650902658.668492,pg_toast,pg_toast_2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_subscription_rel,116,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_shdepend,3,36,405,101,0,0,0,0,12,0,3,102,10,413,,,,
1650902658.668492,pg_toast,pg_toast_2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1650902658.668492,pg_catalog,pg_namespace,328,1312,27238,25679,0,0,0,0,4,0,10,26000,36,29291,0,0,0,0
1650902658.668492,pg_toast,pg_toast_1255,0,0,2,3,0,0,0,0,0,0,1,1,2,1,,,,
