ctime,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch,idx_blks_read,idx_blks_hit
1653527533.085732,pg_toast,pg_toast_17501,pg_toast_17501_index,0,0,0,1,0
1653527533.085732,public,orders,pk_orders,0,0,0,1,12
1653527533.085732,public,orders,orders_o_orderkey_o_orderdate_idx,30,30,0,6,97
1653527533.085732,public,orders,orders_o_custkey_idx,28,28,0,6,91
1653527533.085732,public,orders,orders_o_orderdate_idx,0,0,0,0,34
1653527533.085732,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,24955,21923,21680,2021,53332
1653527533.085732,pg_catalog,pg_type,pg_type_oid_index,92218,91868,91868,1805,188961
1653527533.085732,pg_catalog,pg_type,pg_type_typname_nsp_index,2558,1924,1678,1301,5885
1653527533.085732,pg_toast,pg_toast_17481,pg_toast_17481_index,0,0,0,1,0
1653527533.085732,pg_toast,pg_toast_1255,pg_toast_1255_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_1247,pg_toast_1247_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2604,pg_toast_2604_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2606,pg_toast_2606_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2612,pg_toast_2612_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2600,pg_toast_2600_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2619,pg_toast_2619_index,741,1279,1279,378,1030
1653527533.085732,pg_toast,pg_toast_3381,pg_toast_3381_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3429,pg_toast_3429_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2618,pg_toast_2618_index,574,2009,2009,116,858
1653527533.085732,pg_toast,pg_toast_2620,pg_toast_2620_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3466,pg_toast_3466_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2609,pg_toast_2609_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2615,pg_toast_2615_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0,0,0,0
1653527533.085732,public,supplier,pk_supplier,42,42,0,4,91
1653527533.085732,public,supplier,supplier_s_suppkey_idx_like,0,0,0,1,10
1653527533.085732,public,supplier,supplier_s_nationkey_s_suppkey_idx,0,0,0,1,10
1653527533.085732,pg_toast,pg_toast_17506,pg_toast_17506_index,0,0,0,1,0
1653527533.085732,public,lineitem,lineitem_l_partkey_l_quantity_l_shipmode_idx,0,0,0,1,17
1653527533.085732,public,lineitem,lineitem_l_orderkey_idx_l_returnflag,0,0,0,1,17
1653527533.085732,public,lineitem,lineitem_l_orderkey_l_suppkey_idx,0,0,0,1,17
1653527533.085732,public,lineitem,lineitem_l_orderkey_l_suppkey_l_quantity_idx,38,38,0,8,162
1653527533.085732,public,lineitem,lineitem_l_orderkey_idx_part2,0,0,0,1,17
1653527533.085732,public,lineitem,pk_lineitem,0,0,0,1,17
1653527533.085732,public,lineitem,lineitem_l_partkey_l_suppkey_l_shipdate_l_quantity_idx,18,18,0,8,82
1653527533.085732,public,lineitem,lineitem_l_shipdate_idx,0,0,0,0,103
1653527533.085732,public,lineitem,lineitem_l_receiptdate_idx,0,0,0,0,96
1653527533.085732,pg_toast,pg_toast_1262,pg_toast_1262_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2964,pg_toast_2964_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_1213,pg_toast_1213_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_1260,pg_toast_1260_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2396,pg_toast_2396_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3600,pg_toast_3600_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3079,pg_toast_3079_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_2328,pg_toast_2328_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_1417,pg_toast_1417_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_1418,pg_toast_1418_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3118,pg_toast_3118_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_826,pg_toast_826_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3456,pg_toast_3456_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_authid,pg_authid_oid_index,7017,7017,7017,1312,12722
1653527533.085732,pg_catalog,pg_authid,pg_authid_rolname_index,5721,5721,5721,1325,10117
1653527533.085732,pg_toast,pg_toast_17486,pg_toast_17486_index,0,0,0,1,0
1653527533.085732,public,part,part_p_size_idx,0,0,0,0,31
1653527533.085732,public,part,part_ios_test1,0,0,0,1,8
1653527533.085732,public,part,pk_part,26,26,0,6,81
1653527533.085732,public,part,part_p_type_p_partkey_idx,0,0,0,1,8
1653527533.085732,public,part,part_p_container_p_brand_p_partkey_idx,0,0,0,1,8
1653527533.085732,public,nation,pk_nation,42,42,0,2,50
1653527533.085732,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0,0,0,0
1653527533.085732,pg_toast,pg_toast_17491,pg_toast_17491_index,0,0,0,1,0
1653527533.085732,public,partsupp,pk_partsupp,16,16,0,6,48
1653527533.085732,public,partsupp,partsupp_ps_suppkey_idx,26,26,0,6,78
1653527533.085732,public,region,pk_region,8,8,0,2,10
1653527533.085732,pg_toast,pg_toast_17496,pg_toast_17496_index,0,0,0,1,0
1653527533.085732,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,197865,487652,487652,3987,405617
1653527533.085732,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,571,571,571,285,6660
1653527533.085732,pg_catalog,pg_proc,pg_proc_oid_index,34022,34022,34022,4890,68112
1653527533.085732,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,3004,18276,18276,2527,6491
1653527533.085732,pg_catalog,pg_class,pg_class_oid_index,155416,154867,142255,2302,317095
1653527533.085732,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,0,0,0,288,1697
1653527533.085732,pg_catalog,pg_class,pg_class_relname_nsp_index,15782,8179,7898,2316,35055
1653527533.085732,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_constraint,pg_constraint_oid_index,136,64,64,18,326
1653527533.085732,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,0,0,18,126
1653527533.085732,pg_catalog,pg_constraint,pg_constraint_contypid_index,0,0,0,18,126
1653527533.085732,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,552,552,552,387,711
1653527533.085732,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,0,0,0,18,126
1653527533.085732,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,541,0,0,78,1004
1653527533.085732,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_index,pg_index_indexrelid_index,55917,55974,55695,1241,62325
1653527533.085732,pg_catalog,pg_index,pg_index_indrelid_index,11550,33101,32872,1381,13987
1653527533.085732,pg_catalog,pg_operator,pg_operator_oid_index,17328,17328,17328,2433,36113
1653527533.085732,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,12503,118092,118092,3016,25538
1653527533.085732,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0,0,0,0
1653527533.085732,pg_catalog,pg_opclass,pg_opclass_oid_index,31193,31193,31193,1315,37026
